InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
502727,P008,Bluetooth Speaker,5,2023-12-25,39.99,10198,Switzerland,199.95000000000002
502728,P003,USB-C Cable,5,2023-04-20,9.99,10420,United Kingdom,49.95
502729,P002,Mechanical Keyboard,5,2023-05-26,79.99,10020,Italy,399.95
502730,P006,Noise Cancelling Headphones,2,2023-05-08,129.99,10061,Netherlands,259.98
502731,P006,Noise Cancelling Headphones,2,2023-11-28,129.99,10060,United Kingdom,259.98
502732,P005,Webcam,4,2023-06-22,49.99,10360,United Kingdom,199.96
502733,P007,Portable SSD,4,2023-01-22,99.99,10013,Netherlands,399.96
502734,P003,USB-C Cable,5,2023-12-22,9.99,10316,United Kingdom,49.95
502735,P007,Portable SSD,1,2023-04-06,99.99,10324,Belgium,99.99
502736,P003,USB-C Cable,1,2023-06-13,9.99,10485,Germany,9.99
502737,P001,Wireless Mouse,4,2023-01-18,15.99,10145,Switzerland,63.96
502738,P006,Noise Cancelling Headphones,3,2023-05-31,129.99,10040,Switzerland,389.97
502739,P003,USB-C Cable,5,2023-05-03,9.99,10261,Germany,49.95
502740,P003,USB-C Cable,3,2023-05-29,9.99,10349,Belgium,29.97
502741,P007,Portable SSD,3,2023-08-19,99.99,10336,United Kingdom,299.96999999999997
502742,P005,Webcam,4,2023-12-03,49.99,10036,Switzerland,199.96
502743,P006,Noise Cancelling Headphones,5,2023-03-28,129.99,10326,Switzerland,649.95
502744,P006,Noise Cancelling Headphones,5,2023-07-18,129.99,10477,France,649.95
502745,P007,Portable SSD,4,2023-06-18,99.99,10220,France,399.96
502746,P004,Laptop Stand,4,2023-04-08,29.99,10327,France,119.96
502747,P007,Portable SSD,5,2023-04-19,99.99,10113,Belgium,499.95
502748,P003,USB-C Cable,3,2023-12-09,9.99,10123,Netherlands,29.97
502749,P007,Portable SSD,3,2023-07-25,99.99,10282,Spain,299.96999999999997
502750,P003,USB-C Cable,3,2023-12-19,9.99,10240,Belgium,29.97
502751,P006,Noise Cancelling Headphones,5,2023-10-14,129.99,10399,United Kingdom,649.95
502752,P007,Portable SSD,3,2023-09-30,99.99,10075,Belgium,299.96999999999997
502753,P004,Laptop Stand,4,2023-03-24,29.99,10331,France,119.96
502754,P007,Portable SSD,5,2023-09-08,99.99,10205,Spain,499.95
502755,P004,Laptop Stand,4,2023-10-18,29.99,10104,France,119.96
502756,P007,Portable SSD,5,2023-07-20,99.99,10439,Switzerland,499.95
502757,P003,USB-C Cable,5,2023-11-22,9.99,10429,Switzerland,49.95
502758,P008,Bluetooth Speaker,1,2023-04-05,39.99,10388,Belgium,39.99
502759,P001,Wireless Mouse,2,2023-11-21,15.99,10332,Spain,31.98
502760,P001,Wireless Mouse,4,2023-08-07,15.99,10209,Belgium,63.96
502761,P002,Mechanical Keyboard,1,2023-03-13,79.99,10214,France,79.99
502762,P006,Noise Cancelling Headphones,1,2023-07-31,129.99,10311,Spain,129.99
502763,P003,USB-C Cable,4,2023-12-09,9.99,10170,Germany,39.96
502764,P003,USB-C Cable,3,2023-02-23,9.99,10046,Germany,29.97
502765,P008,Bluetooth Speaker,3,2023-02-23,39.99,10437,Spain,119.97
502766,P006,Noise Cancelling Headphones,2,2023-01-16,129.99,10174,Netherlands,259.98
502767,P003,USB-C Cable,3,2023-01-20,9.99,10101,Spain,29.97
502768,P005,Webcam,3,2023-07-12,49.99,10098,Switzerland,149.97
502769,P006,Noise Cancelling Headphones,2,2023-04-21,129.99,10281,United Kingdom,259.98
502770,P008,Bluetooth Speaker,1,2023-12-03,39.99,10215,United Kingdom,39.99
502771,P001,Wireless Mouse,2,2023-12-06,15.99,10202,France,31.98
502772,P001,Wireless Mouse,5,2023-04-22,15.99,10251,Italy,79.95
502773,P008,Bluetooth Speaker,3,2023-06-10,39.99,10433,France,119.97
502774,P008,Bluetooth Speaker,3,2023-07-07,39.99,10357,United Kingdom,119.97
502775,P006,Noise Cancelling Headphones,3,2023-07-16,129.99,10086,Germany,389.97
502776,P002,Mechanical Keyboard,3,2023-12-30,79.99,10220,Netherlands,239.96999999999997
502777,P008,Bluetooth Speaker,4,2023-07-31,39.99,10139,United Kingdom,159.96
502778,P006,Noise Cancelling Headphones,5,2023-10-03,129.99,10062,Belgium,649.95
502779,P004,Laptop Stand,1,2023-06-16,29.99,10101,Belgium,29.99
502780,P003,USB-C Cable,4,2023-08-31,9.99,10127,Spain,39.96
502781,P008,Bluetooth Speaker,3,2023-04-12,39.99,10305,Germany,119.97
502782,P003,USB-C Cable,3,2023-06-22,9.99,10060,Switzerland,29.97
502783,P008,Bluetooth Speaker,3,2023-05-21,39.99,10065,France,119.97
502784,P007,Portable SSD,5,2023-07-07,99.99,10380,Netherlands,499.95
502785,P005,Webcam,1,2023-03-27,49.99,10483,Italy,49.99
502786,P005,Webcam,4,2023-02-21,49.99,10067,Spain,199.96
502787,P001,Wireless Mouse,5,2023-12-31,15.99,10434,Italy,79.95
502788,P008,Bluetooth Speaker,3,2023-07-30,39.99,10352,Switzerland,119.97
502789,P002,Mechanical Keyboard,4,2023-07-19,79.99,10352,Switzerland,319.96
502790,P001,Wireless Mouse,2,2023-12-12,15.99,10317,Spain,31.98
502791,P002,Mechanical Keyboard,3,2023-01-26,79.99,10287,Switzerland,239.96999999999997
502792,P005,Webcam,3,2023-03-18,49.99,10068,Spain,149.97
502793,P003,USB-C Cable,4,2023-05-17,9.99,10067,United Kingdom,39.96
502794,P008,Bluetooth Speaker,4,2023-07-30,39.99,10340,Italy,159.96
502795,P008,Bluetooth Speaker,3,2023-09-25,39.99,10104,Netherlands,119.97
502796,P001,Wireless Mouse,3,2023-06-03,15.99,10196,Germany,47.97
502797,P008,Bluetooth Speaker,2,2023-01-11,39.99,10253,Switzerland,79.98
502798,P007,Portable SSD,2,2023-10-02,99.99,10071,United Kingdom,199.98
502799,P004,Laptop Stand,4,2023-08-18,29.99,10315,Italy,119.96
502800,P006,Noise Cancelling Headphones,1,2023-08-08,129.99,10355,Spain,129.99
502801,P003,USB-C Cable,1,2023-12-21,9.99,10283,Germany,9.99
502802,P005,Webcam,3,2023-02-21,49.99,10175,Spain,149.97
502803,P006,Noise Cancelling Headphones,3,2023-12-25,129.99,10257,France,389.97
502804,P005,Webcam,5,2023-11-20,49.99,10003,Italy,249.95000000000002
502805,P001,Wireless Mouse,1,2023-06-03,15.99,10063,Spain,15.99
502806,P008,Bluetooth Speaker,4,2023-02-20,39.99,10022,Germany,159.96
502807,P001,Wireless Mouse,5,2023-02-15,15.99,10111,Netherlands,79.95
502808,P001,Wireless Mouse,5,2023-03-29,15.99,10085,Netherlands,79.95
502809,P006,Noise Cancelling Headphones,1,2023-09-26,129.99,10319,Germany,129.99
502810,P004,Laptop Stand,1,2023-04-28,29.99,10192,Italy,29.99
502811,P007,Portable SSD,1,2023-04-26,99.99,10091,Belgium,99.99
502812,P005,Webcam,4,2023-03-16,49.99,10290,United Kingdom,199.96
502813,P008,Bluetooth Speaker,1,2023-01-07,39.99,10151,Spain,39.99
502814,P005,Webcam,2,2023-01-11,49.99,10104,Netherlands,99.98
502815,P005,Webcam,4,2023-08-03,49.99,10035,Germany,199.96
502816,P004,Laptop Stand,5,2023-10-06,29.99,10048,United Kingdom,149.95
502817,P001,Wireless Mouse,2,2023-01-28,15.99,10297,Italy,31.98
502818,P001,Wireless Mouse,3,2023-11-09,15.99,10239,United Kingdom,47.97
502819,P001,Wireless Mouse,2,2023-02-23,15.99,10372,Italy,31.98
502820,P004,Laptop Stand,5,2023-12-19,29.99,10467,Netherlands,149.95
502821,P006,Noise Cancelling Headphones,4,2023-09-27,129.99,10134,Germany,519.96
502822,P007,Portable SSD,3,2023-10-13,99.99,10215,Netherlands,299.96999999999997
502823,P002,Mechanical Keyboard,4,2023-09-30,79.99,10374,Germany,319.96
502824,P005,Webcam,3,2023-07-27,49.99,10270,France,149.97
502825,P001,Wireless Mouse,4,2023-04-03,15.99,10341,France,63.96
502826,P001,Wireless Mouse,5,2023-03-20,15.99,10294,Italy,79.95
502827,P005,Webcam,1,2023-12-24,49.99,10427,Italy,49.99
502828,P008,Bluetooth Speaker,2,2023-02-16,39.99,10108,Belgium,79.98
502829,P007,Portable SSD,5,2023-03-05,99.99,10373,Switzerland,499.95
502830,P005,Webcam,4,2023-11-16,49.99,10210,Germany,199.96
502831,P007,Portable SSD,1,2023-01-07,99.99,10239,Netherlands,99.99
502832,P004,Laptop Stand,1,2023-07-29,29.99,10405,Spain,29.99
502833,P007,Portable SSD,1,2023-06-18,99.99,10300,Belgium,99.99
502834,P008,Bluetooth Speaker,2,2023-05-18,39.99,10032,United Kingdom,79.98
502835,P004,Laptop Stand,1,2023-11-02,29.99,10363,Netherlands,29.99
502836,P004,Laptop Stand,3,2023-11-04,29.99,10222,Switzerland,89.97
502837,P007,Portable SSD,1,2023-01-01,99.99,10155,Germany,99.99
502838,P004,Laptop Stand,4,2023-07-07,29.99,10096,Belgium,119.96
502839,P005,Webcam,2,2023-01-04,49.99,10129,Italy,99.98
502840,P005,Webcam,1,2023-05-12,49.99,10458,France,49.99
502841,P007,Portable SSD,3,2023-08-06,99.99,10135,Spain,299.96999999999997
502842,P008,Bluetooth Speaker,4,2023-01-01,39.99,10266,Netherlands,159.96
502843,P007,Portable SSD,2,2023-07-08,99.99,10442,Netherlands,199.98
502844,P005,Webcam,3,2023-01-08,49.99,10050,Italy,149.97
502845,P002,Mechanical Keyboard,5,2023-10-19,79.99,10332,Belgium,399.95
502846,P003,USB-C Cable,2,2023-09-01,9.99,10088,Belgium,19.98
502847,P007,Portable SSD,3,2023-10-26,99.99,10398,Spain,299.96999999999997
502848,P008,Bluetooth Speaker,3,2023-02-01,39.99,10103,Italy,119.97
502849,P004,Laptop Stand,1,2023-05-26,29.99,10379,Germany,29.99
502850,P001,Wireless Mouse,4,2023-01-16,15.99,10395,Belgium,63.96
502851,P004,Laptop Stand,3,2023-02-16,29.99,10107,France,89.97
502852,P007,Portable SSD,3,2023-07-06,99.99,10003,United Kingdom,299.96999999999997
502853,P008,Bluetooth Speaker,4,2023-01-17,39.99,10270,Switzerland,159.96
502854,P007,Portable SSD,2,2023-02-08,99.99,10420,Belgium,199.98
502855,P004,Laptop Stand,1,2023-05-12,29.99,10183,Spain,29.99
502856,P003,USB-C Cable,3,2023-03-07,9.99,10279,Spain,29.97
502857,P001,Wireless Mouse,4,2023-09-25,15.99,10221,Germany,63.96
502858,P001,Wireless Mouse,4,2023-01-18,15.99,10203,Netherlands,63.96
502859,P004,Laptop Stand,2,2023-06-30,29.99,10293,Belgium,59.98
502860,P004,Laptop Stand,5,2023-09-14,29.99,10114,United Kingdom,149.95
502861,P004,Laptop Stand,2,2023-12-12,29.99,10373,Spain,59.98
502862,P005,Webcam,2,2023-08-25,49.99,10102,Netherlands,99.98
502863,P008,Bluetooth Speaker,4,2023-07-19,39.99,10171,Spain,159.96
502864,P001,Wireless Mouse,3,2023-04-11,15.99,10247,Germany,47.97
502865,P006,Noise Cancelling Headphones,2,2023-04-05,129.99,10495,Belgium,259.98
502866,P007,Portable SSD,5,2023-01-30,99.99,10227,Italy,499.95
502867,P002,Mechanical Keyboard,1,2023-02-02,79.99,10091,Switzerland,79.99
502868,P001,Wireless Mouse,2,2023-08-17,15.99,10422,Germany,31.98
502869,P003,USB-C Cable,4,2023-04-28,9.99,10020,Spain,39.96
502870,P002,Mechanical Keyboard,3,2023-09-03,79.99,10175,Belgium,239.96999999999997
502871,P002,Mechanical Keyboard,5,2023-11-28,79.99,10433,Spain,399.95
502872,P003,USB-C Cable,5,2023-06-10,9.99,10320,Spain,49.95
502873,P004,Laptop Stand,3,2023-07-09,29.99,10221,United Kingdom,89.97
502874,P007,Portable SSD,5,2023-09-28,99.99,10474,Belgium,499.95
502875,P006,Noise Cancelling Headphones,2,2023-06-29,129.99,10428,Italy,259.98
502876,P005,Webcam,5,2023-06-21,49.99,10092,Switzerland,249.95000000000002
502877,P007,Portable SSD,2,2023-09-16,99.99,10324,France,199.98
502878,P007,Portable SSD,3,2023-07-29,99.99,10022,Italy,299.96999999999997
502879,P007,Portable SSD,4,2023-07-05,99.99,10369,Germany,399.96
502880,P003,USB-C Cable,1,2023-12-30,9.99,10051,Belgium,9.99
502881,P003,USB-C Cable,3,2023-04-05,9.99,10422,Switzerland,29.97
502882,P001,Wireless Mouse,2,2023-01-11,15.99,10391,Netherlands,31.98
502883,P002,Mechanical Keyboard,4,2023-07-29,79.99,10236,France,319.96
502884,P001,Wireless Mouse,4,2023-04-08,15.99,10185,Belgium,63.96
502885,P008,Bluetooth Speaker,5,2023-01-22,39.99,10339,Italy,199.95000000000002
502886,P005,Webcam,2,2023-06-21,49.99,10132,Netherlands,99.98
502887,P008,Bluetooth Speaker,2,2023-01-25,39.99,10027,United Kingdom,79.98
502888,P007,Portable SSD,1,2023-03-26,99.99,10420,Germany,99.99
502889,P008,Bluetooth Speaker,3,2023-05-24,39.99,10267,Netherlands,119.97
502890,P002,Mechanical Keyboard,4,2023-08-12,79.99,10431,Germany,319.96
502891,P001,Wireless Mouse,4,2023-06-28,15.99,10483,Netherlands,63.96
502892,P005,Webcam,1,2023-09-22,49.99,10242,Belgium,49.99
502893,P008,Bluetooth Speaker,2,2023-05-30,39.99,10064,Germany,79.98
502894,P008,Bluetooth Speaker,5,2023-08-03,39.99,10164,Germany,199.95000000000002
502895,P007,Portable SSD,5,2023-02-11,99.99,10119,United Kingdom,499.95
502896,P008,Bluetooth Speaker,5,2023-11-26,39.99,10042,Belgium,199.95000000000002
502897,P007,Portable SSD,3,2023-10-22,99.99,10021,Germany,299.96999999999997
502898,P003,USB-C Cable,2,2023-09-28,9.99,10472,Germany,19.98
502899,P001,Wireless Mouse,5,2023-05-03,15.99,10440,Spain,79.95
502900,P005,Webcam,3,2023-12-05,49.99,10382,Germany,149.97
502901,P006,Noise Cancelling Headphones,2,2023-12-14,129.99,10188,Italy,259.98
502902,P005,Webcam,5,2023-02-04,49.99,10142,France,249.95000000000002
502903,P005,Webcam,4,2023-04-21,49.99,10180,Spain,199.96
502904,P002,Mechanical Keyboard,5,2023-12-15,79.99,10351,France,399.95
502905,P005,Webcam,3,2023-03-08,49.99,10270,United Kingdom,149.97
502906,P003,USB-C Cable,2,2023-12-06,9.99,10430,United Kingdom,19.98
502907,P008,Bluetooth Speaker,4,2023-06-28,39.99,10184,Germany,159.96
502908,P002,Mechanical Keyboard,5,2023-02-14,79.99,10203,Germany,399.95
502909,P001,Wireless Mouse,5,2023-07-14,15.99,10435,Netherlands,79.95
502910,P007,Portable SSD,1,2023-11-12,99.99,10422,Spain,99.99
502911,P008,Bluetooth Speaker,5,2023-11-23,39.99,10320,France,199.95000000000002
502912,P006,Noise Cancelling Headphones,2,2023-10-05,129.99,10299,Switzerland,259.98
502913,P001,Wireless Mouse,1,2023-01-01,15.99,10022,Germany,15.99
502914,P005,Webcam,2,2023-07-27,49.99,10214,Germany,99.98
502915,P008,Bluetooth Speaker,1,2023-11-02,39.99,10039,Germany,39.99
502916,P003,USB-C Cable,4,2023-12-11,9.99,10092,Netherlands,39.96
502917,P004,Laptop Stand,1,2023-07-07,29.99,10368,France,29.99
502918,P001,Wireless Mouse,2,2023-11-30,15.99,10288,Spain,31.98
502919,P003,USB-C Cable,1,2023-10-06,9.99,10115,Spain,9.99
502920,P005,Webcam,3,2023-05-14,49.99,10307,United Kingdom,149.97
502921,P004,Laptop Stand,5,2023-01-25,29.99,10150,Italy,149.95
502922,P003,USB-C Cable,2,2023-07-09,9.99,10225,United Kingdom,19.98
502923,P005,Webcam,5,2023-02-12,49.99,10041,Netherlands,249.95000000000002
502924,P007,Portable SSD,4,2023-05-26,99.99,10293,Spain,399.96
502925,P003,USB-C Cable,3,2023-11-15,9.99,10212,Netherlands,29.97
502926,P008,Bluetooth Speaker,1,2023-04-02,39.99,10200,Switzerland,39.99
502927,P008,Bluetooth Speaker,3,2023-02-25,39.99,10334,Netherlands,119.97
502928,P006,Noise Cancelling Headphones,3,2023-06-09,129.99,10196,Spain,389.97
502929,P006,Noise Cancelling Headphones,1,2023-08-20,129.99,10352,United Kingdom,129.99
502930,P008,Bluetooth Speaker,4,2023-08-08,39.99,10077,Germany,159.96
502931,P007,Portable SSD,1,2023-03-09,99.99,10366,Italy,99.99
502932,P005,Webcam,1,2023-11-19,49.99,10220,Spain,49.99
502933,P002,Mechanical Keyboard,2,2023-01-06,79.99,10193,Switzerland,159.98
502934,P008,Bluetooth Speaker,5,2023-09-26,39.99,10441,Spain,199.95000000000002
502935,P004,Laptop Stand,5,2023-01-25,29.99,10014,Belgium,149.95
502936,P001,Wireless Mouse,4,2023-04-28,15.99,10204,Germany,63.96
502937,P005,Webcam,2,2023-12-04,49.99,10152,United Kingdom,99.98
502938,P001,Wireless Mouse,2,2023-10-28,15.99,10036,Italy,31.98
502939,P005,Webcam,2,2023-06-24,49.99,10396,Switzerland,99.98
502940,P008,Bluetooth Speaker,4,2023-04-24,39.99,10192,Netherlands,159.96
502941,P001,Wireless Mouse,1,2023-07-22,15.99,10003,Netherlands,15.99
502942,P003,USB-C Cable,3,2023-02-04,9.99,10146,Belgium,29.97
502943,P002,Mechanical Keyboard,5,2023-01-26,79.99,10440,Belgium,399.95
502944,P006,Noise Cancelling Headphones,5,2023-08-04,129.99,10092,Belgium,649.95
502945,P002,Mechanical Keyboard,1,2023-07-12,79.99,10302,Switzerland,79.99
502946,P006,Noise Cancelling Headphones,3,2023-08-02,129.99,10182,Italy,389.97
502947,P004,Laptop Stand,3,2023-12-04,29.99,10205,France,89.97
502948,P006,Noise Cancelling Headphones,4,2023-08-08,129.99,10386,Netherlands,519.96
502949,P001,Wireless Mouse,4,2023-07-06,15.99,10213,Germany,63.96
502950,P001,Wireless Mouse,1,2023-01-28,15.99,10295,Switzerland,15.99
502951,P003,USB-C Cable,3,2023-06-29,9.99,10357,Switzerland,29.97
502952,P001,Wireless Mouse,5,2023-05-06,15.99,10478,Belgium,79.95
502953,P004,Laptop Stand,1,2023-02-06,29.99,10414,Switzerland,29.99
502954,P005,Webcam,2,2023-04-09,49.99,10300,United Kingdom,99.98
502955,P003,USB-C Cable,2,2023-05-07,9.99,10070,Netherlands,19.98
502956,P004,Laptop Stand,3,2023-06-17,29.99,10139,France,89.97
502957,P004,Laptop Stand,5,2023-05-06,29.99,10258,Germany,149.95
502958,P006,Noise Cancelling Headphones,4,2023-11-06,129.99,10305,Switzerland,519.96
502959,P008,Bluetooth Speaker,4,2023-06-22,39.99,10472,Belgium,159.96
502960,P001,Wireless Mouse,4,2023-08-02,15.99,10101,Netherlands,63.96
502961,P006,Noise Cancelling Headphones,5,2023-10-09,129.99,10108,Belgium,649.95
502962,P002,Mechanical Keyboard,5,2023-03-06,79.99,10021,Italy,399.95
502963,P004,Laptop Stand,3,2023-03-05,29.99,10174,Netherlands,89.97
502964,P003,USB-C Cable,3,2023-12-29,9.99,10403,France,29.97
502965,P003,USB-C Cable,5,2023-05-26,9.99,10210,Netherlands,49.95
502966,P006,Noise Cancelling Headphones,1,2023-11-09,129.99,10479,Germany,129.99
502967,P002,Mechanical Keyboard,3,2023-10-28,79.99,10336,Netherlands,239.96999999999997
502968,P007,Portable SSD,4,2023-03-29,99.99,10176,Germany,399.96
502969,P006,Noise Cancelling Headphones,3,2023-10-30,129.99,10358,Switzerland,389.97
502970,P002,Mechanical Keyboard,3,2023-06-19,79.99,10216,United Kingdom,239.96999999999997
502971,P005,Webcam,2,2023-12-06,49.99,10215,France,99.98
502972,P001,Wireless Mouse,3,2023-05-14,15.99,10305,Italy,47.97
502973,P001,Wireless Mouse,3,2023-05-17,15.99,10449,Spain,47.97
502974,P006,Noise Cancelling Headphones,5,2023-04-19,129.99,10287,Belgium,649.95
502975,P005,Webcam,1,2023-10-14,49.99,10091,Switzerland,49.99
502976,P008,Bluetooth Speaker,5,2023-03-31,39.99,10334,United Kingdom,199.95000000000002
502977,P006,Noise Cancelling Headphones,5,2023-03-18,129.99,10382,Netherlands,649.95
502978,P006,Noise Cancelling Headphones,1,2023-12-09,129.99,10090,Spain,129.99
502979,P006,Noise Cancelling Headphones,4,2023-04-11,129.99,10277,Spain,519.96
502980,P006,Noise Cancelling Headphones,5,2023-04-02,129.99,10442,Belgium,649.95
502981,P008,Bluetooth Speaker,1,2023-01-28,39.99,10424,Italy,39.99
502982,P005,Webcam,1,2023-01-25,49.99,10494,Switzerland,49.99
502983,P008,Bluetooth Speaker,2,2023-10-24,39.99,10207,France,79.98
502984,P003,USB-C Cable,3,2023-09-06,9.99,10077,Belgium,29.97
502985,P007,Portable SSD,5,2023-02-07,99.99,10430,Belgium,499.95
502986,P007,Portable SSD,5,2023-03-16,99.99,10280,France,499.95
502987,P003,USB-C Cable,2,2023-06-17,9.99,10417,Germany,19.98
502988,P005,Webcam,3,2023-12-21,49.99,10100,Belgium,149.97
502989,P002,Mechanical Keyboard,1,2023-06-01,79.99,10281,Germany,79.99
502990,P002,Mechanical Keyboard,3,2023-05-26,79.99,10287,Spain,239.96999999999997
502991,P003,USB-C Cable,1,2023-12-10,9.99,10402,Belgium,9.99
502992,P002,Mechanical Keyboard,5,2023-02-04,79.99,10350,Spain,399.95
502993,P003,USB-C Cable,1,2023-06-02,9.99,10012,United Kingdom,9.99
502994,P004,Laptop Stand,5,2023-05-06,29.99,10044,Netherlands,149.95
502995,P006,Noise Cancelling Headphones,3,2023-12-11,129.99,10228,Germany,389.97
502996,P006,Noise Cancelling Headphones,2,2023-08-09,129.99,10200,Spain,259.98
502997,P007,Portable SSD,3,2023-07-30,99.99,10192,Spain,299.96999999999997
502998,P003,USB-C Cable,1,2023-01-16,9.99,10311,Belgium,9.99
502999,P003,USB-C Cable,3,2023-11-25,9.99,10414,Belgium,29.97
503000,P004,Laptop Stand,1,2023-02-11,29.99,10174,Germany,29.99
503001,P005,Webcam,3,2023-12-02,49.99,10434,Germany,149.97
503002,P001,Wireless Mouse,4,2023-12-26,15.99,10241,Switzerland,63.96
503003,P007,Portable SSD,2,2023-02-03,99.99,10386,Netherlands,199.98
503004,P004,Laptop Stand,1,2023-02-14,29.99,10147,Spain,29.99
503005,P002,Mechanical Keyboard,5,2023-05-02,79.99,10275,Switzerland,399.95
503006,P007,Portable SSD,1,2023-02-17,99.99,10310,France,99.99
503007,P006,Noise Cancelling Headphones,3,2023-02-08,129.99,10279,France,389.97
503008,P007,Portable SSD,2,2023-01-10,99.99,10160,Italy,199.98
503009,P008,Bluetooth Speaker,1,2023-09-01,39.99,10388,Switzerland,39.99
503010,P004,Laptop Stand,2,2023-03-29,29.99,10380,Italy,59.98
503011,P001,Wireless Mouse,4,2023-11-25,15.99,10195,Italy,63.96
503012,P001,Wireless Mouse,4,2023-07-10,15.99,10119,United Kingdom,63.96
503013,P008,Bluetooth Speaker,1,2023-04-19,39.99,10336,Germany,39.99
503014,P001,Wireless Mouse,1,2023-06-03,15.99,10149,United Kingdom,15.99
503015,P006,Noise Cancelling Headphones,4,2023-07-28,129.99,10222,France,519.96
503016,P007,Portable SSD,3,2023-11-04,99.99,10082,Belgium,299.96999999999997
503017,P003,USB-C Cable,5,2023-09-04,9.99,10067,Netherlands,49.95
503018,P003,USB-C Cable,5,2023-10-03,9.99,10412,Switzerland,49.95
503019,P007,Portable SSD,2,2023-04-21,99.99,10038,France,199.98
503020,P007,Portable SSD,2,2023-04-03,99.99,10108,France,199.98
503021,P005,Webcam,5,2023-09-17,49.99,10268,United Kingdom,249.95000000000002
503022,P001,Wireless Mouse,2,2023-04-19,15.99,10441,Italy,31.98
503023,P002,Mechanical Keyboard,2,2023-07-08,79.99,10071,Belgium,159.98
503024,P003,USB-C Cable,1,2023-01-08,9.99,10316,Switzerland,9.99
503025,P005,Webcam,3,2023-07-10,49.99,10331,Netherlands,149.97
503026,P008,Bluetooth Speaker,1,2023-04-27,39.99,10090,Spain,39.99
